director_name,num_critic_for_reviews,gross,genres,actor_1_name,movie_title,num_voted_users,num_user_for_reviews,language,budget,title_year,imdb_score,rank,movie_facebook_likes,profit
Andrew Niccol,341,42610000,Crime|Drama|Thriller,Jeremy Renner,The Town ,280228,89,English,37000000,2008,8.1,2.35,29000,5610000
Andrew Niccol,83,22434,Crime|Drama|Mystery|Thriller,Kevin Spacey,L.A. Confidential ,414219,217,English,25000000,2011,8.1,2.35,11000,-24977566
Andrew Niccol,23,52397389,Crime|Drama|Romance,Norma Aleandro,Pandora's Box ,7431,73,English,25000000,2012,8.1,2.35,926,27397389
Andrew Stanton,392,15561627,Action|Adventure|Sci-Fi,Daryl Sabara,John Carter ,212204,738,English,20000000,2007,8.1,2.35,24000,-4438373
Andrew Stanton,162,13592872,Adventure|Animation|Family|Sci-Fi,John Ratzenberger,WALL·E ,718837,1043,English,20000000,2007,8.1,2.35,16000,-6407128
Andrew Stanton,301,22452209,Drama|Family|Fantasy|Romance,Hayley Atwell,Cinderella ,103737,593,English,8000000,2002,8.1,2.35,56000,14452209
Andrew Steggall,7,6200756,Crime|Romance|Thriller,Mathieu Amalric,The Blue Room ,2082,127,Vietnamese,75000000,1998,8.1,2.35,389,-68799244
Andrew Traucki,96,125069696,Comedy|Sci-Fi,Bernadette Peters,Heartbeeps ,1040,122,English,72000000,2008,8.1,2.35,425,53069696
Andrew Wilson,224,90835030,Biography|Drama|History|Romance,Peter Ustinov,Quo Vadis ,9808,406,English,55000000,2004,8.1,2.35,1000,35835030
Andrey Konchalovskiy,47,25117498,Adventure|Fantasy,William Smith,Conan the Barbarian ,113065,529,English,42000000,1996,8.1,2.35,0,-16882502
Andrey Konchalovskiy,247,10139254,Comedy|Romance,Alyson Hannigan,American Wedding ,162331,527,English,40000000,2000,8.1,2.35,0,-29860746
Andrey Zvyagintsev,119,41407470,Documentary|Music,Bono,U2 3D ,2673,135,English,25000000,2010,8.1,2.35,116,16407470
Andrucha Waddington,27,47536959,Drama|Romance,Nicolas Cage,Leaving Las Vegas ,93894,301,English,140000000,2006,8.1,2.35,0,-92463041
Andrzej Bartkowiak,261,69700000,Adventure|Drama|Sci-Fi|Thriller,Michael Biehn,The Abyss ,131217,245,English,120000000,2012,8.1,2.35,0,-50300000
Andrzej Bartkowiak,111,39659,Crime|Mystery|Thriller,Viggo Mortensen,Eastern Promises ,189249,208,English,32000000,1990,8.1,2.35,0,-31960341
Andrzej Bartkowiak,10,3749061,Comedy|Drama|Romance,Archie Panjabi,A Good Year ,70698,105,English,15000000,2013,8.1,2.35,9000,-11250939
Andrzej Bartkowiak,116,100240,Action|Fantasy|Romance|Sci-Fi,Christopher Lambert,Highlander: The Final Dimension ,16194,69,English,17000000,2006,8.1,2.35,319,-16899760
Andrzej Bartkowiak,84,177575142,Comedy,Mary Lynn Rajskub,"Legally Blonde 2: Red, White & Blonde ",46417,178,English,15000000,2006,8.1,2.35,660,162575142
Andy Cadiff,244,342936,Action|Crime|Sci-Fi|Thriller,Denzel Washington,Virtuosity ,23579,201,English,15000000,2005,8.1,2.35,0,-14657064
Andy Cadiff,106,71502303,Comedy,Will Ferrell,Old School ,185258,418,English,12000000,2011,8.1,2.35,0,59502303
Andy Fickman,230,100169068,Comedy|Family,Will Ferrell,Daddy's Home ,54010,779,English,45000000,2003,8.1,2.35,13000,55169068
Andy Fickman,44,57981889,Comedy,Matthew Broderick,The Last Shot ,3789,545,Telugu,2000000,2001,8.1,2.35,89,55981889
Andy Fickman,32,39026186,Drama|Mystery|Romance|Thriller,Angelina Jolie Pitt,Original Sin ,44913,95,English,65000000,1993,8.1,2.35,3000,-25973814
Andy Fickman,154,65173160,Comedy|Romance,Natalie Portman,No Strings Attached ,168717,365,English,17000000,2004,8.1,2.35,24000,48173160
Andy Fickman,108,93417865,Adventure|Animation|Family|Fantasy,Christian Bale,Howl's Moving Castle ,214091,2618,English,12000000,2001,8.1,2.35,13000,81417865
Andy Fickman,184,143704210,Biography|Drama|History,David Oyelowo,Selma ,61114,389,English,20000000,2013,8.1,2.35,22000,123704210
Andy Garcia,376,6712241,Horror|Mystery|Thriller,Eoin Macken,The Forest ,20837,144,English,10000000,2014,8.1,2.35,10000,-3287759
Andy Tennant,362,31662,Action|Drama|Thriller|War,Bruce Willis,Tears of the Sun ,93494,120,English,250000,2005,8.1,2.35,0,-218338
Andy Tennant,308,14567883,Action|Adventure|Drama|Thriller,Dennis Quaid,Flight of the Phoenix ,45815,1344,English,40000000,2007,8.1,2.35,1000,-25432117
Andy Tennant,117,37901509,Comedy,Adam Sandler,That's My Boy ,70681,139,English,40000000,2003,8.1,2.35,12000,-2098491
Andy Tennant,150,42194060,Comedy|Romance|Sci-Fi,John de Lancie,Multiplicity ,24757,55,English,40000000,1985,8.1,2.35,0,2194060
Andy Tennant,66,25040293,Adventure|Animation|Comedy|Fantasy|Romance,Eric Idle,Delgo ,2458,110,English,34000000,1996,8.1,2.35,211,-8959707
Andy Tennant,73,35617599,Adventure|Drama|Family|Fantasy,Scarlett Johansson,The Jungle Book ,106221,319,English,30000000,1990,8.1,2.35,65000,5617599
Ang Lee,351,17266505,Action|Sci-Fi,Kevin Rankin,Hulk ,212106,1445,English,11000000,2013,8.1,2.35,0,6266505
Ang Lee,552,119518352,Action|Adventure|Sci-Fi|Thriller,Chris Evans,Fantastic 4: Rise of the Silver Surfer ,213275,436,English,21500000,2007,8.1,2.35,0,98018352
Ang Lee,145,40983001,Comedy|Romance|Sport,Kirsten Dunst,Wimbledon ,51842,84,English,2500000,2015,8.1,2.35,0,38483001
Ang Lee,46,11169531,Action|Crime|Drama|Thriller,Jason Statham,Wild Card ,36487,44,German,33000000,2004,8.1,2.35,0,-21830469
Ang Lee,156,14989761,Action|Adventure|Sci-Fi,Leonard Nimoy,Star Trek III: The Search for Spock ,58743,69,English,2000000,1989,8.1,2.35,0,12989761
Ang Lee,52,10097096,Fantasy|Horror|Thriller,Fionnula Flanagan,The Others ,268581,835,English,55000000,2007,8.1,2.35,20000,-44902904
Ang Lee,34,14479776,Action|Comedy|Crime|Family,Leslie Bibb,See Spot Run ,7392,687,English,1644736,2010,8.1,2.35,393,12835040
Ang Lee,86,5002310,Drama|Romance,Anil Kapoor,Slumdog Millionaire ,641997,173,English,13000000,2002,8.1,2.35,13000,-7997690
Angela Robinson,279,1185783,Action|Adventure|Mystery|Sci-Fi,Dylan Walsh,Congo ,34471,199,English,70000000,2013,8.1,2.35,0,-68814217
Angela Robinson,26,74158157,Action|Crime|Horror|Thriller,Anna Gunn,Red State ,53342,110,English,40000000,2009,8.1,2.35,16000,34158157
Angelina Jolie Pitt,159,1738692,Biography|Drama|History|War,Joseph Gordon-Levitt,Lincoln ,197412,3646,English,35000000,1993,8.1,2.35,71000,-33261308
Angelina Jolie Pitt,160,20400000,Comedy|Drama,Bradley Cooper,Burnt ,61360,140,English,1000000,2005,8.1,2.35,25000,19400000
Angelina Jolie Pitt,90,8691,Documentary|Music,Usher Raymond,Justin Bieber: Never Say Never ,74351,55,English,100000,2009,8.1,2.35,62000,-91309
Angelo Pizzo,104,66359959,Action|Comedy|Family,Victor Wong,3 Ninjas Kick Back ,6701,180,English,209000000,2002,8.1,2.35,444,-142640041
Anna Boden,25,24792061,Drama,Jacinda Barrett,The Namesake ,16530,312,Korean,165000000,1983,8.1,2.35,0,-140207939
Anna Mastro,8,32131483,Action|Drama,Kenny Johnston,In Her Line of Fire ,783,39,English,52000000,1977,8.1,2.35,42,-19868517
Anna Muylaert,32,81292135,Comedy|Drama|Romance,Lew Temple,Waitress ,37714,752,English,10000000,2007,8.1,2.35,0,71292135
Annabel Jankel,99,161317423,Comedy|Drama,Steve Buscemi,28 Days ,34597,303,English,13000000,2002,8.1,2.35,0,148317423
Anne Fletcher,117,84749884,Drama|Horror|Mystery|Thriller,Debra Messing,The Mothman Prophecies ,63677,396,English,75000000,1989,8.1,2.35,0,9749884
Anne Fletcher,83,6777589,Drama|Mystery|Sci-Fi|Thriller,Christian Bale,The Prestige ,844052,187,English,70000000,1999,8.1,2.35,49000,-63222411
Anne Fletcher,212,5306447,Drama|Family|Fantasy,Keisha Castle-Hughes,The Nativity Story ,8143,576,English,40000000,2013,8.1,2.35,0,-34693553
Anne Fletcher,204,4857376,Comedy|Fantasy|Horror|Thriller,Julian Sands,Arachnophobia ,50389,1211,English,55000000,2000,8.1,2.35,0,-50142624
Anne Fletcher,94,41227069,Drama|Music,Salma Hayek,54 ,27675,69,English,25000000,2012,8.1,2.35,0,16227069
Anne Fontaine,51,327919,Comedy|Romance,Topher Grace,Win a Date with Tad Hamilton! ,22844,150,English,25000000,2009,8.1,2.35,876,-24672081
Anne Fontaine,57,39825798,Drama|Thriller,Jimmy Shergill,Fugly ,781,346,English,24000000,1997,8.1,2.35,62,15825798
Anthony Bell,131,14174654,Adventure|Fantasy,William Smith,Conan the Barbarian ,113068,135,English,34000000,2006,8.1,2.35,0,-19825346
Anthony C. Ferrante,332,62480,Documentary,Laura Ramsey,The Real Cancun ,3611,69,English,37000000,2012,8.1,2.35,131,-36937520
Anthony Hemingway,218,17605861,Comedy|Drama,Kelly Preston,Holy Man ,16260,916,English,14000000,2012,8.1,2.35,296,3605861
Anthony Hickox,55,36830057,Action|Comedy|Sci-Fi,Will Forte,The Watch ,104072,55,English,5000000,1999,8.1,2.35,15000,31830057
Anthony Mann,83,54116191,Action|Adventure|Animation|Family|Sci-Fi|Thriller,William Hootkins,Steamboy ,13727,67,English,10000000,2012,8.1,2.35,973,44116191
Anthony Minghella,139,75370763,Comedy|Romance,Adam Sandler,Just Go with It ,172878,394,English,13000000,1997,8.1,2.35,19000,62370763
Anthony Minghella,224,11538204,Action|Drama|Family|Sport,Martin Kove,The Karate Kid ,126907,751,English,2000000,2006,8,2.35,0,9538204
Anthony Minghella,267,14131298,Drama|History,Alexa PenaVega,Ghosts of Mississippi ,8531,194,English,79000000,2005,8,2.35,591,-64868702
Anthony O'Brien,20,511920,Horror,Kane Hodder,Friday the 13th Part VII: The New Blood ,21359,6,Panjabi,7700000,2014,8,2.35,0,-7188080
Anthony Powell,91,8108247,Drama,Matthew Broderick,You Can Count on Me ,22145,10,Portuguese,1000000,2009,8,2.35,756,7108247
Anthony Russo,377,118500000,Action|Adventure|Sci-Fi,Robert Downey Jr.,Captain America: Civil War ,272670,1022,English,7000000,2012,8,2.35,72000,111500000
Anthony Russo,226,40137776,Action|Adventure|Sci-Fi,Scarlett Johansson,Captain America: The Winter Soldier ,496749,742,English,2000000,2010,8,2.35,55000,38137776
Anthony Russo,44,50752337,Action|Sci-Fi,Charlize Theron,Æon Flux ,110614,497,English,30000000,2003,8,2.35,0,20752337
Anthony Russo,354,2506446,Comedy|Fantasy,Hector Elizondo,How High ,42644,93,English,8200000,2007,8,2.35,0,-5693554
Anthony Silverston,197,1891821,Adventure|Family,Trevor Morgan,Barney's Great Adventure ,2724,212,English,300000,2005,8,2.35,436,1591821
Anthony Vallone,18,336029560,Drama|Music|Romance,Joel Moody,Once ,90827,5,English,8000000,2012,8,2.35,26000,328029560
Antoine Fuqua,143,18947630,Action|Adventure|Drama|Thriller,Nicholas Lea,Vertical Limit ,49536,289,English,35000000,2015,8,2.35,0,-16052370
Antoine Fuqua,39,38553833,Action|Thriller,Bruce Willis,Die Hard 2 ,269858,340,English,95000000,2011,8,2.35,0,-56446167
Antoine Fuqua,34,41252428,Action|Adventure|Crime|Thriller,J.K. Simmons,The Jackal ,88225,347,English,4200000,1998,8,2.35,0,37052428
Antoine Fuqua,149,77264926,Action|Comedy|Drama|Family|Thriller,Vin Diesel,The Pacifier ,66308,221,English,19000000,1995,8,2.35,0,58264926
Antoine Fuqua,143,41229,Comedy|Romance,Julia Roberts,America's Sweethearts ,47573,651,English,15000000,2001,8,2.35,881,-14958771
Antoine Fuqua,51,12134420,Comedy|Drama|Family,Miriam Margolyes,Babe ,94435,325,English,13000000,2015,8,2.35,5000,-865580
Antoine Fuqua,417,15911333,Action|Comedy|Crime|Thriller,Robert De Niro,Midnight Run ,54042,165,English,12215500000,2002,8,2.35,0,-12199588667
Antoine Fuqua,112,54000000,Crime|Drama|Mystery|Thriller,Adam Goldberg,The Salton Sea ,26730,42,English,3500000,2013,8,2.35,2000,50500000
Anton Corbijn,511,141319195,Action|Comedy|Documentary,Bam Margera,Jackass 3D ,47794,99,English,500000,2010,8,2.35,0,140819195
Anton Corbijn,102,6739141,Action|Drama|Thriller,Dwayne Johnson,Snitch ,64747,393,English,18500000,2008,8,2.35,12000,-11760859
Anton Corbijn,389,14400000,Comedy|Sport,Jeffrey Jones,Who's Your Caddy? ,13815,126,English,20000000,1985,8,2.35,446,-5600000
Antonia Bird,75,1400000,Drama|Sci-Fi|Thriller,Michael Kelly,Chronicle ,204327,369,English,2000000,2013,8,2.35,32000,-600000
Antonio Banderas,37,145540,Crime|Drama|Thriller,Ryan Gosling,The Place Beyond the Pines ,187170,369,English,9000000,2014,8,2.35,47000,-8854460
Antonio Simoncini,70,255108370,Comedy|Crime|Romance,Peter McNamara,Shooting Fish ,6705,87,English,60000000,2011,8,2.35,167,195108370
Antony Hoffman,79,102176165,Drama|Musical|Romance,Fergie,Nine ,37446,457,English,63000000,2009,8,2.35,0,39176165
Anurag Basu,73,209364921,Comedy,Jenna Fischer,The Brothers Solomon ,9517,21,English,55000000,1979,8,2.35,319,154364921
Ari Folman,238,58229120,Drama,Billy Crudup,Jesus' Son ,6221,34,English,16000000,2007,8,2.35,500,42229120
Ari Kirschenbaum,46,116006080,Comedy|Musical|Romance,Joe Cocker,Top Hat ,13269,219,English,50000000,1997,8,2.35,1000,66006080
Ari Sandel,285,58156435,Horror|Sci-Fi,Tom Skerritt,Alien ,563827,70,English,20000000,2009,8,2.35,23000,38156435
Arie Posin,261,49186871,Biography|Drama|History,Robert Downey Jr.,"Good Night, and Good Luck. ",84070,1100,English,4400000,2003,8,2.35,0,44786871
Ariel Vromen,133,39511038,Horror,Nia Long,Stigmata ,54390,132,English,40000000,2012,8,2.35,0,-488962
Ariel Vromen,297,24103594,Horror|Thriller,Kevin Zegers,Wrong Turn ,87494,43,English,30000000,2009,8,2.35,0,-5896406
Arjun Sablok,149,90755643,Crime|Drama,Moritz Bleibtreu,Run Lola Run ,161471,162,English,12000000,1981,8,2.35,0,78755643
Arthur Hiller,46,113733726,Comedy|Crime|Drama|Mystery|Romance,Michaela Conlin,Bones             ,111506,119,French,3000000,2008,8,2.35,0,110733726
Asger Leth,114,42438300,Biography|Drama|History|Romance,Martin Landau,Cleopatra ,21554,112,English,80000000,1984,8,2.35,0,-37561700
Asghar Farhadi,308,11956207,Comedy|Drama,Gaby Hoffmann,The Skeleton Twins ,31254,51,English,82000000,2002,8,2.35,0,-70043793
Ash Baron-Cohen,16,6157157,Drama|Romance|Sci-Fi,Glen Hansard,Another Earth ,71387,62,English,60000000,2005,8,2.35,21000,-53842843
Ash Brannon,154,26199517,Crime|Drama,Leonardo DiCaprio,Gangs of New York ,314033,130,English,55000000,2001,8,2.35,0,-28800483
Ashish R. Mohan,97,57750000,Comedy|Drama|Romance,Omar Epps,The Wood ,6585,284,English,32000000,1981,8,2.35,990,25750000
Atom Egoyan,260,277313371,Comedy|Drama|Romance,Chris Marquette,The Girl Next Door ,171151,92,English,22000000,1998,8,2.35,0,255313371
Atom Egoyan,406,67900000,Comedy,Ethan Suplee,Road Trip ,132963,366,English,25000000,2005,8,2.35,0,42900000
Atom Egoyan,81,18252684,Drama|History|Thriller|War,Jeremy Renner,The Hurt Locker ,332065,22,English,20000000,2004,8,2.35,16000,-1747316
Atom Egoyan,84,4190530,Drama,Krystyna Janda,Dekalog             ,12590,140,English,20000000,2012,8,2.35,0,-15809470
Atom Egoyan,42,209019489,Fantasy|Horror|Thriller,Lin Shaye,Insidious: Chapter 2 ,109214,311,English,17000000,1994,8,2.35,35000,192019489
Atom Egoyan,12,100018837,Action|Comedy|Fantasy|Horror,MyAnna Buring,Vampire Killers ,17296,6,English,15000000,2000,8,2.35,0,85018837
Audrey Wells,246,50173190,Comedy|Drama,Eric Mendenhall,I Can Do Bad All by Myself ,8346,125,English,12000000,1986,8,2.35,1000,38173190
Ava DuVernay,466,106807667,Comedy|Drama|Romance,Catherine O'Hara,Away We Go ,45992,147,English,3800000,2005,8,2.35,7000,103007667
Ava DuVernay,88,41008532,Drama|Fantasy|Sci-Fi|Thriller,Kane Hodder,Heroes             ,202115,71,English,34000,2013,8,2.35,0,40974532
Avi Nesher,31,927107,Adventure|Fantasy,Michael Berryman,The Barbarians ,2308,38,English,3000000,2014,8,2.35,550,-2072893
Ayan Mukerji,32,4068087,Documentary|Drama,Michael Moore,Sicko ,66610,278,English,250000000,2006,8,2.35,0,-245931913
Babak Najafi,83,16901126,Drama,Robert Duvall,A Civil Action ,23302,176,English,175000000,2007,8,2.35,1000,-158098874
Babar Ahmed,10,48154732,Drama,Peter Dinklage,Twin Falls Idaho ,3479,214,English,145000000,2014,8,2.35,180,-96845268
Baltasar Kormákur,14,5480318,Drama,Brad Pitt,Fight Club ,1347461,175,English,90000000,2002,8,2.35,48000,-84519682
Baltasar Kormákur,161,110536,Crime|Drama|Fantasy|Mystery,Tom Hanks,The Green Mile ,782610,255,English,45000000,2003,8,2.35,30000,-44889464
Baltasar Kormákur,94,17000000,Biography|Drama|History,Liam Neeson,Schindler's List ,865020,105,English,30000000,2007,8,2.35,41000,-13000000
Barbet Schroeder,276,60057639,Action|Comedy|Crime|Thriller,Louis Lombardi,Beverly Hills Cop III ,60293,148,English,30000000,2007,8,2.35,669,30057639
Barbet Schroeder,212,28831145,Action|Adventure|Crime|Fantasy|Mystery|Thriller,Jonathan Winters,The Shadow ,18723,341,English,4000000,2012,8,2.35,0,24831145
Barbet Schroeder,162,12784397,Musical|Romance,Olivia Newton-John,Grease ,170027,316,English,7000000,2012,8,2.35,13000,5784397
Barbra Streisand,102,100614858,Drama|Thriller,Joseph Gordon-Levitt,The Juror ,13995,147,English,200000000,2009,8,2.35,353,-99385142
Barbra Streisand,112,40932372,Adventure|Comedy,Chris Hemsworth,Vacation ,66123,1017,English,127000000,2009,8,2.35,28000,-86067628
Barbra Streisand,93,5851188,Drama|Sport,Harry Lennix,Resurrecting the Champ ,18442,457,English,52000000,1970,8,2.35,689,-46148812
Barrett Esposito,144,84961,Drama,Kristen Stewart,Still Alice ,86077,385,English,14000000,2014,8,2.35,45000,-13915039
Barry Cook,258,17176900,Drama|Horror|Mystery|Sci-Fi,Nissim Renard,Evolution ,979,182,English,5600000,2003,8,2.35,257,11576900
Barry Levinson,89,83503161,Comedy|Crime|Music,Dwayne Johnson,Be Cool ,59435,824,English,100000,1999,8,2.35,0,83403161
Barry Levinson,114,22770864,Drama|Horror|Sci-Fi|Thriller,Christopher Meloni,Carriers ,35510,171,English,50000000,2008,8,2.35,0,-27229136
Barry Levinson,57,4443403,Adventure|Animation|Drama|Family|History|Musical|Romance,Christian Bale,Pocahontas ,119675,497,English,42000000,2003,8,2.35,0,-37556597
Barry Levinson,168,52792307,Adventure|Comedy|Family|Fantasy|Sci-Fi,Malese Jow,Aliens in the Attic ,16580,531,English,33000000,1996,8,2.35,916,19792307
Barry Levinson,76,34636443,Action|Adventure|Thriller,Louis Jourdan,Octopussy ,74374,184,English,28000000,2006,8,2.35,0,6636443
Barry Levinson,253,28341469,Comedy|Family|Fantasy|Music|Romance,Jamie Lee Curtis,Freaky Friday ,96693,752,English,20000000,2008,8,2.35,0,8341469
Barry Levinson,75,169379,Crime|Drama|Horror|Thriller,Anthony Hopkins,The Silence of the Lambs ,887467,81,English,168000,2010,8,2.35,40000,1379
Barry Levinson,120,484221,Horror|Thriller,Adam Goldberg,Stay Alive ,25870,84,English,23000000,1994,8,2.35,0,-22515779
Barry Levinson,156,3325638,Drama,Holly Hunter,Won't Back Down ,5147,710,English,90000000,2010,8,2.35,0,-86674362
Barry Levinson,78,31452765,Comedy|Music,Natasha Lyonne,Detroit Rock City ,30682,78,English,75000000,2013,8,2.35,0,-43547235
Barry Levinson,34,126247,Action|Adventure|Sci-Fi|Thriller,Caroline Munro,The Spy Who Loved Me ,76477,350,English,48000000,2010,8,2.35,0,-47873753
Barry Levinson,205,173381405,Biography|Drama|Music|Romance,Noah Taylor,Shine ,43013,67,English,45000000,2015,7.9,2.35,0,128381405
Barry Levinson,64,16779636,Crime|Drama,Oksana Akinshina,Lilya 4-Ever ,35464,32,Hindi,27000000,2002,7.9,2.35,0,-10220364
Barry Skolnick,31,10114315,Crime|Horror|Music|Thriller,Alia Shawkat,Green Room ,28845,27,Hindi,7000000,2009,7.9,2.35,10000,3114315
Barry Sonnenfeld,422,59847242,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Will Smith,Men in Black 3 ,268154,341,English,12000000,2014,7.9,2.35,40000,47847242
Barry Sonnenfeld,264,22202612,Action|Comedy|Sci-Fi|Western,Will Smith,Wild Wild West ,129601,648,English,6500000,2008,7.9,2.35,0,15702612
Barry Sonnenfeld,287,6851969,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,Will Smith,Men in Black II ,270207,606,English,1000000,2007,7.9,2.35,2000,5851969
Barry Sonnenfeld,175,37035515,Action|Adventure|Comedy,Christopher Masterson,Cutthroat Island ,21102,419,English,25000,2010,7.9,2.35,1000,37010515
Barry Sonnenfeld,156,535249,Adventure|Animation|Comedy|Family|Fantasy,Nicolas Cage,The Ant Bully ,30055,569,English,50000000,1997,7.9,2.35,593,-49464751
Barry Sonnenfeld,63,792966,Drama|Family|Sport,Ken Howard,Dreamer: Inspired by a True Story ,10018,340,English,5500000,1999,7.9,2.35,0,-4707034
Barry Sonnenfeld,167,210609762,Drama|Mystery|Thriller,Tony Curran,The Good German ,21481,983,English,1200000,2001,7.9,2.35,559,209409762
